is_demo_data,record_id,centre_id,centre_name,distance_km,crop_type,quantity_kg,time_slot,weighbridges_active,centre_capacity_mt,current_utilization_ratio,queue_length_at_arrival,diversion_active,crop_compatible,actual_wait_time_minutes,disclaimer
TRUE,DEMO-00725,C-06,Centre F - Guskara Sub-Mandi,36.3,Potato,1230.0,16:00 - 18:00,2,40,0.19,2,1,0,39.3,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00726,C-05,Centre E - Kalyani Storage & Hub,33.6,Mustard,1590.0,16:00 - 18:00,2,50,0.95,9,1,1,74.0,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00727,C-02,Centre B - Singur Agro Hub,34.2,Potato,2600.0,16:00 - 18:00,4,100,0.62,0,0,1,11.7,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00728,C-01,Centre A - Burdwan Mandi,3.2,Wheat,1800.0,16:00 - 18:00,3,80,0.26,0,0,1,12.0,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00729,C-03,Centre C - Memari Procurement Depot,28.5,Wheat,1110.0,10:00 - 12:00,2,60,0.36,9,0,0,35.1,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00730,C-06,Centre F - Guskara Sub-Mandi,17.9,Paddy,780.0,14:00 - 16:00,2,40,0.8,2,1,1,30.4,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00731,C-02,Centre B - Singur Agro Hub,16.7,Maize,480.0,08:00 - 10:00,4,100,0.27,8,0,0,18.5,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00732,C-04,Centre D - Ranaghat Krishak Mandi,30.4,Mustard,2600.0,10:00 - 12:00,3,90,0.29,7,0,1,37.7,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00733,C-03,Centre C - Memari Procurement Depot,34.5,Potato,580.0,12:00 - 14:00,2,60,0.29,3,0,1,13.6,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00734,C-05,Centre E - Kalyani Storage & Hub,31.4,Paddy,1490.0,14:00 - 16:00,2,50,0.37,3,0,1,25.3,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00735,C-04,Centre D - Ranaghat Krishak Mandi,41.9,Potato,1680.0,12:00 - 14:00,3,90,0.71,7,0,0,27.9,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00736,C-05,Centre E - Kalyani Storage & Hub,28.3,Wheat,2350.0,14:00 - 16:00,2,50,0.38,2,0,1,22.2,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00737,C-01,Centre A - Burdwan Mandi,18.8,Wheat,2750.0,16:00 - 18:00,3,80,0.77,3,0,1,23.2,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00738,C-03,Centre C - Memari Procurement Depot,25.5,Paddy,2420.0,12:00 - 14:00,2,60,0.84,1,0,1,21.8,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00739,C-01,Centre A - Burdwan Mandi,31.5,Maize,1360.0,08:00 - 10:00,3,80,0.75,3,0,1,19.9,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00740,C-01,Centre A - Burdwan Mandi,42.9,Maize,2310.0,10:00 - 12:00,3,80,0.74,2,0,1,20.6,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00741,C-05,Centre E - Kalyani Storage & Hub,30.2,Paddy,3170.0,14:00 - 16:00,2,50,0.62,6,0,1,46.2,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00742,C-03,Centre C - Memari Procurement Depot,30.4,Wheat,450.0,14:00 - 16:00,2,60,0.53,6,0,0,21.8,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00743,C-04,Centre D - Ranaghat Krishak Mandi,9.0,Wheat,440.0,12:00 - 14:00,3,90,0.79,3,0,1,9.6,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00744,C-03,Centre C - Memari Procurement Depot,5.0,Paddy,3430.0,14:00 - 16:00,2,60,0.32,2,0,1,35.4,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00745,C-06,Centre F - Guskara Sub-Mandi,8.2,Mustard,2740.0,08:00 - 10:00,2,40,0.33,6,1,1,71.1,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00746,C-01,Centre A - Burdwan Mandi,5.0,Potato,2600.0,08:00 - 10:00,3,80,0.8,1,0,1,16.8,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00747,C-04,Centre D - Ranaghat Krishak Mandi,42.1,Paddy,2390.0,08:00 - 10:00,3,90,0.37,6,0,1,34.2,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00748,C-05,Centre E - Kalyani Storage & Hub,20.8,Mustard,2990.0,14:00 - 16:00,2,50,0.8,5,0,1,35.6,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00749,C-05,Centre E - Kalyani Storage & Hub,18.5,Paddy,2470.0,08:00 - 10:00,2,50,0.8,2,0,1,14.7,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00750,C-03,Centre C - Memari Procurement Depot,4.4,Wheat,3490.0,14:00 - 16:00,2,60,0.69,2,0,0,32.9,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00751,C-03,Centre C - Memari Procurement Depot,34.7,Potato,1160.0,14:00 - 16:00,2,60,0.32,3,0,1,24.1,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00752,C-03,Centre C - Memari Procurement Depot,29.1,Mustard,1390.0,08:00 - 10:00,2,60,0.22,5,0,0,27.7,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00753,C-06,Centre F - Guskara Sub-Mandi,3.5,Paddy,280.0,10:00 - 12:00,2,40,0.98,11,1,1,79.6,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00754,C-03,Centre C - Memari Procurement Depot,43.5,Mustard,2880.0,16:00 - 18:00,2,60,0.95,6,1,0,80.5,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00755,C-01,Centre A - Burdwan Mandi,19.4,Wheat,900.0,08:00 - 10:00,3,80,0.69,5,0,1,23.2,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00756,C-05,Centre E - Kalyani Storage & Hub,12.0,Paddy,440.0,16:00 - 18:00,2,50,0.76,2,0,1,7.8,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00757,C-01,Centre A - Burdwan Mandi,4.0,Mustard,2510.0,16:00 - 18:00,3,80,0.26,1,0,1,21.1,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00758,C-01,Centre A - Burdwan Mandi,9.3,Mustard,2150.0,16:00 - 18:00,3,80,0.83,1,0,1,17.1,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00759,C-04,Centre D - Ranaghat Krishak Mandi,11.5,Maize,2850.0,16:00 - 18:00,3,90,0.5,4,0,0,34.1,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00760,C-03,Centre C - Memari Procurement Depot,25.5,Potato,1260.0,16:00 - 18:00,2,60,0.95,5,1,1,62.1,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00761,C-05,Centre E - Kalyani Storage & Hub,4.7,Paddy,1100.0,12:00 - 14:00,2,50,0.78,2,0,1,13.2,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00762,C-02,Centre B - Singur Agro Hub,7.7,Maize,2810.0,08:00 - 10:00,4,100,0.67,3,0,0,21.2,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00763,C-02,Centre B - Singur Agro Hub,5.5,Potato,220.0,14:00 - 16:00,4,100,0.92,12,1,1,59.5,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00764,C-04,Centre D - Ranaghat Krishak Mandi,8.2,Paddy,1090.0,10:00 - 12:00,3,90,0.52,4,0,1,15.0,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00765,C-02,Centre B - Singur Agro Hub,27.6,Maize,2570.0,08:00 - 10:00,4,100,0.66,1,0,0,16.3,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00766,C-04,Centre D - Ranaghat Krishak Mandi,12.1,Potato,590.0,16:00 - 18:00,3,90,0.59,1,0,0,5.0,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00767,C-03,Centre C - Memari Procurement Depot,11.4,Maize,2740.0,16:00 - 18:00,2,60,0.7,1,0,1,27.3,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00768,C-06,Centre F - Guskara Sub-Mandi,9.6,Mustard,2410.0,14:00 - 16:00,2,40,0.19,4,1,1,61.9,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00769,C-03,Centre C - Memari Procurement Depot,12.8,Paddy,2240.0,14:00 - 16:00,2,60,0.89,7,0,1,57.0,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00770,C-02,Centre B - Singur Agro Hub,22.9,Paddy,580.0,08:00 - 10:00,4,100,0.89,14,0,1,35.7,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00771,C-05,Centre E - Kalyani Storage & Hub,10.5,Wheat,2430.0,14:00 - 16:00,2,50,0.42,5,0,1,33.4,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00772,C-06,Centre F - Guskara Sub-Mandi,18.1,Mustard,930.0,10:00 - 12:00,2,40,0.54,6,1,1,51.0,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00773,C-04,Centre D - Ranaghat Krishak Mandi,41.9,Paddy,1700.0,10:00 - 12:00,3,90,0.47,2,0,1,15.9,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00774,C-03,Centre C - Memari Procurement Depot,7.5,Paddy,2480.0,12:00 - 14:00,2,60,0.2,1,0,1,19.2,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00775,C-04,Centre D - Ranaghat Krishak Mandi,9.4,Mustard,1330.0,14:00 - 16:00,3,90,0.89,14,0,1,59.2,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00776,C-02,Centre B - Singur Agro Hub,38.8,Maize,490.0,16:00 - 18:00,4,100,0.86,7,0,0,22.7,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00777,C-05,Centre E - Kalyani Storage & Hub,14.0,Mustard,2610.0,14:00 - 16:00,2,50,0.76,2,0,1,22.9,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00778,C-05,Centre E - Kalyani Storage & Hub,40.6,Paddy,1580.0,16:00 - 18:00,2,50,0.19,4,0,1,28.2,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00779,C-06,Centre F - Guskara Sub-Mandi,20.3,Maize,1500.0,08:00 - 10:00,2,40,0.82,6,1,0,58.1,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00780,C-01,Centre A - Burdwan Mandi,31.8,Maize,1540.0,08:00 - 10:00,3,80,0.33,3,0,1,19.0,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00781,C-02,Centre B - Singur Agro Hub,22.6,Potato,1210.0,08:00 - 10:00,4,100,0.73,7,0,1,18.5,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00782,C-04,Centre D - Ranaghat Krishak Mandi,39.6,Mustard,1540.0,10:00 - 12:00,3,90,0.81,5,0,1,21.9,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00783,C-04,Centre D - Ranaghat Krishak Mandi,18.5,Potato,2480.0,08:00 - 10:00,3,90,0.59,3,0,0,24.7,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00784,C-05,Centre E - Kalyani Storage & Hub,36.2,Maize,2800.0,16:00 - 18:00,2,50,0.22,4,0,1,28.4,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00785,C-06,Centre F - Guskara Sub-Mandi,42.6,Potato,2430.0,16:00 - 18:00,2,40,0.89,7,1,0,81.7,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00786,C-03,Centre C - Memari Procurement Depot,32.3,Paddy,2050.0,16:00 - 18:00,2,60,0.79,1,0,1,20.1,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00787,C-03,Centre C - Memari Procurement Depot,6.9,Paddy,1780.0,16:00 - 18:00,2,60,0.93,12,1,1,92.5,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00788,C-02,Centre B - Singur Agro Hub,40.6,Wheat,1860.0,12:00 - 14:00,4,100,0.5,1,0,0,16.2,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00789,C-03,Centre C - Memari Procurement Depot,22.9,Wheat,1940.0,14:00 - 16:00,2,60,0.25,4,0,0,27.9,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00790,C-03,Centre C - Memari Procurement Depot,17.8,Mustard,2420.0,16:00 - 18:00,2,60,0.73,4,0,0,30.0,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00791,C-01,Centre A - Burdwan Mandi,5.8,Paddy,1490.0,14:00 - 16:00,3,80,0.3,6,0,1,25.3,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00792,C-01,Centre A - Burdwan Mandi,8.5,Paddy,870.0,14:00 - 16:00,3,80,0.94,7,1,1,57.8,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00793,C-06,Centre F - Guskara Sub-Mandi,22.4,Maize,1590.0,10:00 - 12:00,2,40,0.76,1,1,0,38.8,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00794,C-02,Centre B - Singur Agro Hub,19.7,Maize,1330.0,12:00 - 14:00,4,100,0.69,3,0,0,12.8,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00795,C-05,Centre E - Kalyani Storage & Hub,21.1,Maize,1200.0,16:00 - 18:00,2,50,0.26,3,0,1,19.8,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00796,C-04,Centre D - Ranaghat Krishak Mandi,35.1,Wheat,360.0,12:00 - 14:00,3,90,0.44,4,0,1,13.9,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00797,C-02,Centre B - Singur Agro Hub,32.6,Maize,1140.0,10:00 - 12:00,4,100,0.96,19,1,0,78.6,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00798,C-02,Centre B - Singur Agro Hub,3.8,Paddy,1240.0,08:00 - 10:00,4,100,0.25,3,0,1,8.7,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00799,C-02,Centre B - Singur Agro Hub,32.4,Paddy,2400.0,16:00 - 18:00,4,100,0.96,8,1,1,59.7,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00800,C-03,Centre C - Memari Procurement Depot,19.4,Potato,1850.0,08:00 - 10:00,2,60,0.27,4,0,1,28.4,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00801,C-03,Centre C - Memari Procurement Depot,43.7,Paddy,2000.0,08:00 - 10:00,2,60,0.57,6,0,1,35.2,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00802,C-05,Centre E - Kalyani Storage & Hub,33.3,Paddy,3240.0,16:00 - 18:00,2,50,0.43,1,0,1,31.7,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00803,C-04,Centre D - Ranaghat Krishak Mandi,31.2,Potato,590.0,10:00 - 12:00,3,90,0.17,7,0,0,21.0,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00804,C-03,Centre C - Memari Procurement Depot,29.6,Potato,2130.0,16:00 - 18:00,2,60,0.33,4,0,1,33.8,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00805,C-03,Centre C - Memari Procurement Depot,5.6,Paddy,3000.0,08:00 - 10:00,2,60,0.71,8,0,1,55.0,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00806,C-04,Centre D - Ranaghat Krishak Mandi,28.0,Wheat,3310.0,16:00 - 18:00,3,90,0.9,7,0,1,54.4,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00807,C-06,Centre F - Guskara Sub-Mandi,18.6,Mustard,240.0,12:00 - 14:00,2,40,0.44,3,1,1,29.2,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00808,C-02,Centre B - Singur Agro Hub,36.6,Mustard,1150.0,14:00 - 16:00,4,100,0.82,6,0,1,17.8,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00809,C-04,Centre D - Ranaghat Krishak Mandi,37.9,Mustard,2170.0,10:00 - 12:00,3,90,0.27,4,0,1,28.4,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00810,C-03,Centre C - Memari Procurement Depot,34.5,Potato,490.0,16:00 - 18:00,2,60,0.49,4,0,1,17.7,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00811,C-04,Centre D - Ranaghat Krishak Mandi,21.9,Paddy,2070.0,16:00 - 18:00,3,90,0.91,11,1,1,72.6,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00812,C-01,Centre A - Burdwan Mandi,15.1,Wheat,2050.0,16:00 - 18:00,3,80,0.53,0,0,1,15.9,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00813,C-01,Centre A - Burdwan Mandi,14.9,Paddy,2310.0,12:00 - 14:00,3,80,0.68,1,0,1,16.1,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00814,C-02,Centre B - Singur Agro Hub,3.2,Mustard,2720.0,10:00 - 12:00,4,100,0.56,11,0,1,31.3,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00815,C-05,Centre E - Kalyani Storage & Hub,22.7,Wheat,1640.0,16:00 - 18:00,2,50,0.36,3,0,1,27.1,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00816,C-03,Centre C - Memari Procurement Depot,2.8,Maize,1060.0,16:00 - 18:00,2,60,0.63,1,0,1,11.1,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00817,C-04,Centre D - Ranaghat Krishak Mandi,9.0,Paddy,1100.0,12:00 - 14:00,3,90,0.5,7,0,1,22.6,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00818,C-05,Centre E - Kalyani Storage & Hub,10.3,Potato,2270.0,16:00 - 18:00,2,50,0.78,3,0,1,27.9,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00819,C-02,Centre B - Singur Agro Hub,39.5,Maize,2930.0,12:00 - 14:00,4,100,0.72,3,0,0,18.7,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00820,C-01,Centre A - Burdwan Mandi,17.1,Maize,670.0,16:00 - 18:00,3,80,0.26,1,0,1,5.0,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00821,C-04,Centre D - Ranaghat Krishak Mandi,41.6,Mustard,740.0,12:00 - 14:00,3,90,0.33,4,0,1,17.2,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00822,C-05,Centre E - Kalyani Storage & Hub,38.4,Maize,2550.0,16:00 - 18:00,2,50,0.73,3,0,1,23.2,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00823,C-04,Centre D - Ranaghat Krishak Mandi,7.0,Mustard,630.0,08:00 - 10:00,3,90,0.16,3,0,1,10.9,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00824,C-04,Centre D - Ranaghat Krishak Mandi,34.8,Maize,1330.0,16:00 - 18:00,3,90,0.74,0,0,0,7.9,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00825,C-01,Centre A - Burdwan Mandi,38.8,Paddy,670.0,10:00 - 12:00,3,80,0.34,2,0,1,9.9,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00826,C-06,Centre F - Guskara Sub-Mandi,2.8,Potato,1800.0,08:00 - 10:00,2,40,0.51,2,1,0,45.0,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00827,C-01,Centre A - Burdwan Mandi,4.5,Maize,590.0,16:00 - 18:00,3,80,0.36,0,0,1,5.0,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00828,C-01,Centre A - Burdwan Mandi,27.3,Maize,860.0,10:00 - 12:00,3,80,0.71,1,0,1,5.0,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00829,C-02,Centre B - Singur Agro Hub,17.0,Wheat,730.0,16:00 - 18:00,4,100,0.57,3,0,0,9.2,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00830,C-01,Centre A - Burdwan Mandi,24.7,Maize,2560.0,08:00 - 10:00,3,80,0.95,12,1,1,83.5,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00831,C-05,Centre E - Kalyani Storage & Hub,41.7,Potato,3240.0,08:00 - 10:00,2,50,0.86,13,0,1,79.8,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00832,C-01,Centre A - Burdwan Mandi,44.2,Paddy,1600.0,12:00 - 14:00,3,80,0.58,3,0,1,15.7,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00833,C-03,Centre C - Memari Procurement Depot,6.7,Potato,650.0,14:00 - 16:00,2,60,0.78,4,0,1,18.4,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00834,C-03,Centre C - Memari Procurement Depot,18.5,Mustard,1710.0,08:00 - 10:00,2,60,0.76,6,0,0,34.4,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00835,C-04,Centre D - Ranaghat Krishak Mandi,19.5,Paddy,3450.0,16:00 - 18:00,3,90,0.51,4,0,1,38.1,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00836,C-06,Centre F - Guskara Sub-Mandi,2.5,Wheat,2420.0,10:00 - 12:00,2,40,0.71,5,1,0,57.2,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00837,C-05,Centre E - Kalyani Storage & Hub,8.2,Potato,1520.0,08:00 - 10:00,2,50,0.64,1,0,1,21.2,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00838,C-01,Centre A - Burdwan Mandi,16.6,Wheat,2160.0,10:00 - 12:00,3,80,0.97,12,1,1,73.3,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00839,C-04,Centre D - Ranaghat Krishak Mandi,34.9,Mustard,2730.0,12:00 - 14:00,3,90,0.64,6,0,1,35.6,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00840,C-03,Centre C - Memari Procurement Depot,42.9,Mustard,3460.0,16:00 - 18:00,2,60,0.57,1,0,0,24.4,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00841,C-04,Centre D - Ranaghat Krishak Mandi,12.8,Potato,1840.0,08:00 - 10:00,3,90,0.67,2,0,0,18.5,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00842,C-01,Centre A - Burdwan Mandi,43.8,Mustard,1460.0,08:00 - 10:00,3,80,0.71,2,0,1,14.7,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00843,C-05,Centre E - Kalyani Storage & Hub,34.7,Maize,2380.0,08:00 - 10:00,2,50,0.58,4,0,1,27.7,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00844,C-04,Centre D - Ranaghat Krishak Mandi,13.3,Mustard,1330.0,16:00 - 18:00,3,90,0.86,12,0,1,53.0,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00845,C-01,Centre A - Burdwan Mandi,18.5,Mustard,1240.0,08:00 - 10:00,3,80,0.46,4,0,1,21.1,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00846,C-03,Centre C - Memari Procurement Depot,20.5,Paddy,1230.0,14:00 - 16:00,2,60,0.47,5,0,1,28.1,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00847,C-05,Centre E - Kalyani Storage & Hub,31.5,Mustard,2090.0,16:00 - 18:00,2,50,0.55,4,0,1,25.2,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
